order_book_id,date,low,num_trades,high,open,close,volume,total_turnover
000906.XSHG,2021-06-25,5410.0912,0.0,5500.013000000001,5411.7176,5488.5834,30641672100.0,542594896075.3
000906.XSHG,2021-06-28,5475.6904,0.0,5507.5868,5499.8583,5500.8936,27869783300.0,512900753282.5
000906.XSHG,2021-06-29,5434.7924,0.0,5499.0701,5499.0701,5439.7266,26178871900.0,482519079966.2
000906.XSHG,2021-06-30,5435.1043,0.0,5481.2919999999995,5439.1932,5474.6707,22915883200.0,436047346163.2
000906.XSHG,2021-07-01,5440.2666,0.0,5495.6544,5492.1462,5462.8719,26559143100.0,492297310529.3
000906.XSHG,2021-07-02,5324.6882,0.0,5425.0434,5425.0434,5331.3534,26689871100.0,504881275632.9
000906.XSHG,2021-07-05,5305.55,0.0,5355.555,5327.5371,5344.6432,26594631000.0,500333643583.9
000906.XSHG,2021-07-06,5284.1584,0.0,5356.4629,5350.9253,5342.1821,28567317500.0,546398249417.1
000906.XSHG,2021-07-07,5299.8071,0.0,5407.4955,5308.6556,5398.7132,29619601100.0,512998154014.0
000906.XSHG,2021-07-08,5345.8034,0.0,5410.0032,5407.816,5353.3943,33346555100.0,600922891571.1
000906.XSHG,2021-07-09,5275.3755,0.0,5359.5285,5328.098000000001,5348.0737,32676023000.0,557422317187.4
000906.XSHG,2021-07-12,5355.3084,0.0,5440.5114,5388.3794,5417.4973,39977308300.0,677086691655.5
000906.XSHG,2021-07-13,5403.2915,0.0,5438.4515,5413.7017,5435.4447,34610305100.0,585159682699.4
000906.XSHG,2021-07-14,5370.2074,0.0,5424.7656,5424.7656,5376.0753,36008816800.0,587472647089.6
000906.XSHG,2021-07-15,5351.0963,0.0,5440.2201,5363.785,5437.7930000000015,35429821100.0,577683368395.3
000906.XSHG,2021-07-16,5386.8224,0.0,5435.8107,5428.9515,5390.3207,35486384000.0,584153562076.3
000906.XSHG,2021-07-19,5342.5869999999995,0.0,5407.8482,5378.9912,5399.1531,32293440800.0,548399726224.9
000906.XSHG,2021-07-20,5352.7342,0.0,5400.4908,5361.6045,5397.6021,26944067400.0,454683624448.0
000906.XSHG,2021-07-21,5412.8618,0.0,5456.7336,5412.8618,5441.0953,33098574000.0,595215097058.1
000906.XSHG,2021-07-22,5435.7624,0.0,5465.4940000000015,5448.3605,5454.9024,37579018000.0,637721931822.4
000906.XSHG,2021-07-23,5386.0292,0.0,5451.5024,5451.5024,5396.6721,44161592200.0,689272411591.6
000906.XSHG,2021-07-26,5173.0459999999985,0.0,5376.7335,5376.7335,5242.1026,43630894900.0,737855896871.8
000906.XSHG,2021-07-27,5072.6754,0.0,5264.5522,5242.9291,5073.7133,46524556400.0,788104098766.5
000906.XSHG,2021-07-28,4973.5537,0.0,5099.0046,5031.1807,5063.7472,38990155900.0,642172563962.0
000906.XSHG,2021-07-29,5108.0553,0.0,5170.2049,5150.8746,5161.4097,34433993900.0,624818127571.3
000906.XSHG,2021-07-30,5079.2335,0.0,5142.2456,5137.9672,5131.0726,37206151000.0,643458740347.9
000906.XSHG,2021-08-02,5087.2426,0.0,5252.2043,5115.8744,5249.6532,43340009000.0,774299657905.5
000906.XSHG,2021-08-03,5208.606,0.0,5269.7653,5224.7454,5240.2074,39772279200.0,708917149058.9
000906.XSHG,2021-08-04,5228.2682,0.0,5297.0594,5234.3872,5297.0262,34953080800.0,641991159841.2
000906.XSHG,2021-08-05,5245.0153,0.0,5310.4627,5268.5465,5268.9529,34675371400.0,625444590705.9
000906.XSHG,2021-08-06,5217.9604,0.0,5268.6012,5267.4508,5251.7227,32653660000.0,586732334241.8
000906.XSHG,2021-08-09,5215.0841,0.0,5326.772,5221.8264,5311.1305,35627024300.0,619852705821.6
000906.XSHG,2021-08-10,5275.4954,0.0,5365.6966,5303.2625,5365.1458,34013986300.0,632759176020.0
000906.XSHG,2021-08-11,5343.6283,0.0,5382.1316,5361.1977,5352.225,37062398000.0,595145870397.8
000906.XSHG,2021-08-12,5306.6439,0.0,5355.6219,5335.6433,5321.9116,36230285800.0,587903257206.9
000906.XSHG,2021-08-13,5271.58,0.0,5343.6015,5305.5947,5298.4903,35050492500.0,574325043711.5
000906.XSHG,2021-08-16,5277.6673,0.0,5322.1139,5290.0628,5287.9646,35013225900.0,562815581872.7
000906.XSHG,2021-08-17,5160.9871,0.0,5311.4063,5281.82,5175.2088,38950984500.0,615010131801.2
000906.XSHG,2021-08-18,5156.1885,0.0,5241.1221,5174.0821,5229.8487,37284170900.0,587789573087.7
000906.XSHG,2021-08-19,5178.6349,0.0,5231.3028,5219.3876,5204.7896,37352530700.0,592417880020.4
000906.XSHG,2021-08-20,5071.9242,0.0,5182.1938,5162.6872,5124.307,35326295000.0,610073673427.4
000905.XSHG,2016-01-04,6983.2854,0.0,7624.1008,7615.5139,6983.4044,7801499900.0,115089029547.8
000905.XSHG,2016-01-05,6627.6416,0.0,7020.5409,6663.7264,6889.7414,11342822500.0,156717298586.1
000905.XSHG,2016-01-06,6878.6539,0.0,7066.0848,6916.5318,7065.6068,10093042700.0,136351475197.3
000905.XSHG,2016-01-07,6454.9732,0.0,6937.4161,6937.4161,6462.2428,2842674200.0,34781544776.6
000905.XSHG,2016-01-08,6222.5929,0.0,6689.1413,6618.0809,6570.4316,11112960500.0,138934000171.4
000905.XSHG,2016-01-11,6128.2225,0.0,6529.8788,6435.8944,6128.6558,11560073600.0,133119641103.9
000905.XSHG,2016-01-12,5994.6361,0.0,6205.5914,6126.6696,6136.6632,9190522000.0,105727199662.4
000905.XSHG,2016-01-13,5924.044,0.0,6226.5409,6168.9869,5924.044,8612340200.0,98456702874.6
000905.XSHG,2016-01-14,5726.8834,0.0,6137.507,5734.6075,6124.8202,9225144600.0,104255125840.7
000905.XSHG,2016-01-15,5852.2411,0.0,6135.2708,6078.6153,5893.6815,8863053900.0,102277307350.7
000905.XSHG,2016-01-18,5765.1458,0.0,6051.1817,5768.7577,5978.9076,7246978900.0,86980313690.3
000905.XSHG,2016-01-19,5956.2253,0.0,6203.3998,5965.3551,6197.0947,8798101500.0,106185500293.0
000905.XSHG,2016-01-20,6095.7216,0.0,6244.9612,6161.2319,6138.5031,9194751800.0,113394506634.8
000905.XSHG,2016-01-21,5886.8835,0.0,6191.3173,6031.1695,5886.8835,8188276500.0,100555303500.6
000905.XSHG,2016-01-22,5799.7117,0.0,6013.9706,5954.3643,5980.6111,6983070900.0,84429369083.6
000905.XSHG,2016-01-25,5976.3363,0.0,6093.2693,6034.0844,6041.3261,6530851400.0,78677683156.3
000905.XSHG,2016-01-26,5573.8266,0.0,5982.4993,5966.7049,5589.3069,8544391700.0,98104095983.1
000905.XSHG,2016-01-27,5240.6457,0.0,5628.1856,5604.1667,5514.1886,8792411800.0,95354931801.4
000905.XSHG,2016-01-28,5257.0812,0.0,5511.3206,5441.7378,5271.2325,6733807600.0,73152739267.2
000905.XSHG,2016-01-29,5248.215,0.0,5515.4864,5262.4596,5469.1254,7235909100.0,78303710590.9
000905.XSHG,2016-02-01,5319.7007,0.0,5493.9818,5458.6048,5399.4771,6471611400.0,70863332934.5
000905.XSHG,2016-02-02,5407.6681,0.0,5594.3607,5407.7068,5586.6266,6657196200.0,75674180029.0
000905.XSHG,2016-02-03,5482.2247,0.0,5634.9198,5520.6415,5610.1734,6328072600.0,70624920617.2
000905.XSHG,2016-02-04,5631.3198,0.0,5744.0236,5631.3198,5721.4853,7108398200.0,83226216373.4
000905.XSHG,2016-02-05,5662.4365,0.0,5747.9794,5734.4807,5664.1971,5607554500.0,65321968978.5
000905.XSHG,2016-02-15,5482.7957,0.0,5700.5221,5485.723000000001,5668.0398,5363125300.0,63351303195.7
000905.XSHG,2016-02-16,5694.7487,0.0,5918.5932,5694.7487,5902.5341,8287714300.0,98534904806.9
000905.XSHG,2016-02-17,5854.2197,0.0,5979.4073,5889.5021,5971.4123,9058252000.0,107857008106.8
000905.XSHG,2016-02-18,5945.204000000002,0.0,6034.8519,6009.7485,5957.1305,9371479800.0,110109734502.3
000905.XSHG,2016-02-19,5919.6832,0.0,6009.724,5939.6973,5979.5164,7038049900.0,86849115988.6
000905.XSHG,2016-02-22,6029.4589,0.0,6111.6899,6055.6751,6103.7225,9432052000.0,110801609577.2
000905.XSHG,2016-02-23,5982.2109999999975,0.0,6118.6447,6102.5122,6070.4998,8787487600.0,106556791415.2
000905.XSHG,2016-02-24,5975.1403,0.0,6116.2549,6041.7529,6111.0427,8981957900.0,111114133800.6
000905.XSHG,2016-02-25,5604.1035,0.0,6097.5442,6097.4199,5626.0522,11066865300.0,129597084427.1
000905.XSHG,2016-02-26,5517.6299,0.0,5701.0506,5668.329000000002,5648.9376,7985789500.0,91756326916.9
000905.XSHG,2016-02-29,5286.3446,0.0,5618.5094,5618.5094,5350.4337,8670315300.0,93375908217.6
000905.XSHG,2016-03-01,5294.5438,0.0,5504.7514,5361.7919,5473.6349,8080357100.0,87222593762.6
000905.XSHG,2016-03-02,5462.7415,0.0,5763.7994,5464.7331,5753.1482,11067195200.0,117963208755.2
000905.XSHG,2016-03-03,5745.6227,0.0,5872.9242,5757.3608,5776.977,12852736000.0,136298622525.6
000905.XSHG,2016-03-04,5542.9828,0.0,5805.4085,5755.1192,5621.5614,10882994800.0,117455003081.4
000905.XSHG,2016-03-07,5681.8474,0.0,5788.4718,5686.6863,5752.5482,8717058100.0,94467279705.3
000905.XSHG,2016-03-08,5538.1512,0.0,5764.3253,5751.3875,5764.3253,9814965600.0,106368707875.4
000905.XSHG,2016-03-09,5583.0666,0.0,5709.5166,5627.1384,5617.0376,7261532300.0,80804882923.7
000905.XSHG,2016-03-10,5517.0161,0.0,5657.2629,5617.4152,5521.948,5955941100.0,67298081386.6
000905.XSHG,2016-03-11,5433.3223,0.0,5545.3432,5460.5423,5508.9818,4980002200.0,55449986936.4
000905.XSHG,2016-03-14,5568.464,0.0,5748.3333,5568.464,5690.5904,7999741800.0,95153496604.1
000905.XSHG,2016-03-15,5608.9982,0.0,5701.5681,5672.7536,5639.8012,6626890000.0,82607046675.0
000905.XSHG,2016-03-16,5531.3341,0.0,5689.281,5662.4386,5562.8037,5748733200.0,69542980638.9
000905.XSHG,2016-03-17,5579.725,0.0,5759.5403,5589.2203,5745.975,8457575800.0,106177927914.4
000905.XSHG,2016-03-18,5768.9081,0.0,5967.4592,5774.3034,5949.2627,12516034100.0,157756130598.1
000905.XSHG,2016-03-21,6001.3219,0.0,6100.031999999997,6016.6943,6099.4805,13182551400.0,166761329283.8
000905.XSHG,2016-03-22,6013.0489,0.0,6130.2647,6045.8393,6075.4922,10772165400.0,139915752244.9
000905.XSHG,2016-03-23,6031.2721,0.0,6119.3058,6054.2224,6118.9664,8966132400.0,118558592212.8
000905.XSHG,2016-03-24,6008.5416,0.0,6127.5122,6062.7577,6018.4242,10143974300.0,134875739391.7
000905.XSHG,2016-03-25,5996.5377,0.0,6081.0923,6006.6685,6077.4312,7823131200.0,103214951247.4
000905.XSHG,2016-03-28,6017.4883,0.0,6167.2381,6114.7665,6037.7782,9378233000.0,124277859798.7
000905.XSHG,2016-03-29,5875.0699,0.0,6041.3823,6029.9433,5921.8672,7900397500.0,99950096209.5
000905.XSHG,2016-03-30,5981.4209,0.0,6137.7915,5981.4209,6137.5034,8806129200.0,116510738653.0
000905.XSHG,2016-03-31,6133.5955,0.0,6211.1386,6164.281,6155.8138,9491572200.0,130216390845.4
000905.XSHG,2016-04-01,6022.9698,0.0,6157.7401,6129.7241,6124.5278,8521953300.0,109236062242.6
000905.XSHG,2016-04-05,6117.1766,0.0,6293.4695,6136.6854,6286.5826,10554304900.0,137359798703.5
000905.XSHG,2016-04-06,6243.1129,0.0,6324.2045,6262.6013,6323.4342,10467457900.0,139410353254.3
000905.XSHG,2016-04-07,6228.9737,0.0,6355.3277,6344.3677,6228.9737,10992715000.0,145352446359.3
000905.XSHG,2016-04-08,6087.104,0.0,6199.1468,6176.8641,6168.7419,8867017300.0,117273506090.2
000905.XSHG,2016-04-11,6226.3809999999985,0.0,6334.536,6226.3809999999985,6304.3004,10219997800.0,136135424290.3
000905.XSHG,2016-04-12,6182.8182,0.0,6316.248000000001,6299.472,6252.7729,8706176700.0,118671124387.9
000905.XSHG,2016-04-13,6292.5692,0.0,6421.7271,6292.5692,6344.2255,13298998400.0,168481933211.3
000905.XSHG,2016-04-14,6324.4635,0.0,6402.509,6375.4939,6401.8545,9908817600.0,126151603481.7
000905.XSHG,2016-04-15,6345.5538,0.0,6414.7939,6403.2525,6384.3496,8279805500.0,108425432303.8
000905.XSHG,2016-04-18,6241.9826,0.0,6343.7013,6343.7013,6281.2024,8040047200.0,106856003924.3
000905.XSHG,2016-04-19,6262.6116,0.0,6334.904,6314.5816,6308.229,6943866700.0,94250908350.2
000905.XSHG,2016-04-20,5923.4332,0.0,6344.7813,6331.8699,6022.2126,11732538700.0,151256619539.5
000905.XSHG,2016-04-21,5960.504,0.0,6085.9349,6000.3047,5970.682,8480859200.0,106421755467.1
000905.XSHG,2016-04-22,5915.3057,0.0,6011.4595,5930.531,6011.3201,6232381100.0,80109649141.1
000905.XSHG,2016-04-25,5897.7351,0.0,5997.2189,5997.2134,5978.0772,5703433300.0,73555799591.1
000905.XSHG,2016-04-26,5958.4005,0.0,6047.0641,5971.8051,6046.7734,5605530500.0,73373212044.8
000905.XSHG,2016-04-27,6005.1631,0.0,6086.3639,6051.4431,6016.699000000001,6073158100.0,80741694223.2
000905.XSHG,2016-04-28,5888.0639,0.0,6027.1966,6014.1258,5990.3285,6043070100.0,79015956809.3
000905.XSHG,2016-04-29,5953.1309999999985,0.0,6018.2657,5963.9077,5985.594,4970418800.0,66777694275.2
000905.XSHG,2016-05-03,5960.9405,0.0,6167.7976,5991.8294,6167.4537,7583105900.0,103426188795.2
000905.XSHG,2016-05-04,6136.3005,0.0,6213.1931,6144.5691,6169.7826,7455574000.0,105223343952.6
000905.XSHG,2016-05-05,6133.3802,0.0,6206.5295,6159.7265,6203.8166,6455896700.0,91831346308.2
000905.XSHG,2016-05-06,5961.4591,0.0,6226.8759,6208.4401,5961.489000000001,9805691800.0,130809579269.8
000905.XSHG,2016-05-09,5714.1191,0.0,5910.124,5910.124,5743.6473,7823338100.0,96969986067.8
000905.XSHG,2016-05-10,5697.0927,0.0,5766.1568,5728.1084,5738.8961,5265774500.0,66883087274.5
000905.XSHG,2016-05-11,5700.0955,0.0,5806.4691,5770.3526,5723.4104,5801112600.0,76234410711.7
000905.XSHG,2016-05-12,5559.693,0.0,5727.5784,5647.0653,5726.4555,5821581400.0,74358072551.9
000905.XSHG,2016-05-13,5677.9415,0.0,5779.8921,5708.6277,5714.3107,5307673600.0,70802834354.9
000905.XSHG,2016-05-16,5665.2063,0.0,5813.0362,5692.6051,5812.5423,5796089800.0,76918597408.3
000905.XSHG,2016-05-17,5763.5055,0.0,5853.6109,5814.1028,5790.3416,6526013800.0,88432065960.6
000905.XSHG,2016-05-18,5563.0572,0.0,5743.0332,5743.0332,5631.1927,6370485600.0,79484187005.3
000905.XSHG,2016-05-19,5628.6462,0.0,5729.4001,5628.7267,5666.7331,5643894000.0,76915663734.6
000905.XSHG,2016-05-20,5600.4919999999975,0.0,5733.2495,5619.9362,5732.9018,5593607600.0,76729349143.9
000905.XSHG,2016-05-23,5752.0785,0.0,5811.6842,5752.1453,5809.4761,6277779200.0,85829084666.8
000905.XSHG,2016-05-24,5701.6635,0.0,5800.1706,5800.0034,5743.1782,5795641600.0,76372608104.4
000905.XSHG,2016-05-25,5691.6085,0.0,5803.9847,5780.266,5715.1834,5330295600.0,74090916117.1
000905.XSHG,2016-05-26,5598.6616,0.0,5744.8548,5705.0725,5744.3876,5966572700.0,79416816225.2
000905.XSHG,2016-05-27,5712.4793,0.0,5780.0682,5728.9033,5739.5897,5998470400.0,80771652279.3
000905.XSHG,2016-05-30,5655.6352,0.0,5764.7614,5705.9957,5711.3152,4888800300.0,65125799190.0
000905.XSHG,2016-05-31,5721.8261,0.0,5947.4279,5721.8261,5947.3224,9523807200.0,123903097325.0
000905.XSHG,2016-06-01,5949.6366,0.0,6013.9035,5957.1761,5973.7799,9451398700.0,130683567719.2
000905.XSHG,2016-06-02,5955.3472,0.0,6014.6099,5961.7154,6013.8942,8124530800.0,108782016816.1
000905.XSHG,2016-06-03,5992.3207,0.0,6062.1379,6016.9487,6032.603,8484351400.0,117598513465.3
000905.XSHG,2016-06-06,6008.9257,0.0,6067.4652,6051.9476,6051.8595,7355282000.0,102119302871.2
000905.XSHG,2016-06-07,6010.3535,0.0,6052.0491,6048.3198,6045.3571,6959825800.0,95045442990.1
000905.XSHG,2016-06-08,5972.7439,0.0,6058.1769,6037.4133,6023.8776,7349816300.0,102105515520.0
000905.XSHG,2016-06-13,5745.9998,0.0,5992.3346,5943.7334,5746.4438,8713985700.0,117810313153.2
000905.XSHG,2016-06-14,5700.5226,0.0,5778.8537,5723.9941,5762.7612,6203270400.0,81369911479.6
000905.XSHG,2016-06-15,5692.8145,0.0,5972.8525,5701.3881,5952.846,9087860500.0,122434527649.1
000905.XSHG,2016-06-16,5909.6871,0.0,5979.1155,5945.4943,5930.5454,9603146000.0,133397133792.7
000905.XSHG,2016-06-17,5918.1931,0.0,6002.6166,5937.3204,5964.2724,8906684100.0,118152309405.7
000905.XSHG,2016-06-20,5908.4815,0.0,5994.9995,5965.8246,5985.5691,7453014500.0,100491970325.1
000905.XSHG,2016-06-21,5888.3583,0.0,6053.4091,6023.9225,5916.8032,8814068600.0,118730709104.3
000905.XSHG,2016-06-22,5895.9138,0.0,6009.0569,5901.1504,6008.8857,7241714500.0,93026461913.5
000905.XSHG,2016-06-23,5933.6833,0.0,6015.182,5998.6728,5978.1737,7797955600.0,103604366491.9
000905.XSHG,2016-06-24,5748.8387,0.0,6011.3713,5967.5154,5903.6202,9841986800.0,125507974957.0
000905.XSHG,2016-06-27,5864.6141,0.0,6044.3229,5864.726,6044.2191,8404790700.0,111586009782.5
000905.XSHG,2016-06-28,6012.0512,0.0,6111.0708,6018.9119999999975,6107.5105,9495272300.0,127682933115.2
000905.XSHG,2016-06-29,6100.084,0.0,6145.0001,6130.576,6120.2021,9305521800.0,121775346891.2
000905.XSHG,2016-06-30,6090.9036,0.0,6143.2323,6127.9892,6123.4939,7729966100.0,103442608063.4
000905.XSHG,2016-07-01,6095.85,0.0,6163.4256,6133.7178,6111.5385,7381443300.0,96454340220.7
000905.XSHG,2016-07-04,6078.6278,0.0,6240.603,6079.5844,6231.8811,10007819100.0,125652740518.6
000905.XSHG,2016-07-05,6226.2952,0.0,6276.8212,6244.387,6269.5046,10792880000.0,136874960639.0
000905.XSHG,2016-07-06,6231.5408,0.0,6299.7335,6250.4887,6297.3969,9506962200.0,121875951292.7
000905.XSHG,2016-07-07,6256.272,0.0,6342.4345,6291.0571,6319.7926,11245359700.0,151625609210.9
000905.XSHG,2016-07-08,6276.8299,0.0,6337.0713,6308.0623,6299.8533,8806474100.0,116856242481.6
000905.XSHG,2016-07-11,6306.1335,0.0,6387.0702,6320.0629,6312.4988,10366286600.0,139771393776.2
000905.XSHG,2016-07-12,6248.934,0.0,6395.4352,6309.819,6395.1448,11687378800.0,148468566389.0
000905.XSHG,2016-07-13,6392.3995,0.0,6456.7724,6413.8122,6446.5634,11212208100.0,143467356701.4
000905.XSHG,2016-07-14,6410.3989,0.0,6458.288000000001,6437.276999999999,6455.5827,9527158100.0,124877339065.6
000905.XSHG,2016-07-15,6409.7969,0.0,6469.0454,6459.6255,6441.0159,9319290400.0,120337712840.6
000905.XSHG,2016-07-18,6379.0647,0.0,6455.459,6426.8558,6412.0731,8933062800.0,116299508439.4
000905.XSHG,2016-07-19,6355.4787,0.0,6431.9383,6407.0339,6431.9383,8096187200.0,109308249328.5
000905.XSHG,2016-07-20,6404.1539,0.0,6454.179,6429.689,6417.9223,7482030800.0,101445290824.3
000905.XSHG,2016-07-21,6405.6019,0.0,6487.0216,6414.8007,6442.7093,8743792600.0,117363958833.9
000905.XSHG,2016-07-22,6385.2522,0.0,6448.3659,6437.8833,6390.9254,8644549300.0,114814545559.8
000905.XSHG,2016-07-25,6374.2552,0.0,6441.3161,6383.5616,6408.7831,8109003900.0,105671170635.7
000905.XSHG,2016-07-26,6410.8227,0.0,6494.7395,6410.8227,6494.4743,8155655600.0,103166813042.9
000905.XSHG,2016-07-27,6154.4592,0.0,6515.8778,6499.3377,6229.2885,13852789300.0,174673313375.4
000905.XSHG,2016-07-28,6148.8585,0.0,6273.3798,6220.9168,6243.2883,9131871200.0,114438917847.7
000905.XSHG,2016-07-29,6183.1647,0.0,6259.1994,6239.8538,6202.8923,7268133200.0,90326551800.2
000905.XSHG,2016-08-01,6046.4023,0.0,6179.2019,6179.2019,6109.2782,7291022100.0,87691638033.9
000905.XSHG,2016-08-02,6099.2499,0.0,6168.6819,6100.7491,6168.5088,5580505600.0,66288104958.9
000905.XSHG,2016-08-03,6140.8294,0.0,6203.6148,6154.4741,6198.3885,6868695100.0,80885121045.7
000905.XSHG,2016-08-04,6174.2398,0.0,6245.3048,6194.2028,6238.2309,7055639400.0,84228162263.7
000905.XSHG,2016-08-05,6202.8622,0.0,6251.3982,6231.5257,6203.2872,6754335600.0,81408223905.0
000905.XSHG,2016-08-08,6152.5791,0.0,6290.8999,6191.6474,6290.7562,7704788000.0,87087721739.2
000905.XSHG,2016-08-09,6281.0723,0.0,6341.7233,6283.2888,6341.5497,7816512200.0,92794683062.7
000905.XSHG,2016-08-10,6314.5125,0.0,6366.089,6336.5359,6318.2681,7719742400.0,91372973411.3
000905.XSHG,2016-08-11,6226.3129,0.0,6318.9779,6304.7771,6226.3129,7068452700.0,84068495380.8
000905.XSHG,2016-08-12,6204.9613,0.0,6299.0915,6218.3533,6299.0915,6863547800.0,77608881955.6
000905.XSHG,2016-08-15,6289.7246,0.0,6451.929,6309.4141,6442.5272,11798146800.0,136188716932.0
000905.XSHG,2016-08-16,6446.2363,0.0,6488.7007,6449.9066,6468.8946,10971284000.0,130364641339.1
000905.XSHG,2016-08-17,6437.2631,0.0,6502.1391,6462.0466,6488.3648,9578850800.0,110221545679.2
000905.XSHG,2016-08-18,6466.3975,0.0,6527.1975,6485.9268,6490.408,11041553500.0,120247896486.4
000905.XSHG,2016-08-19,6451.611999999999,0.0,6516.9793,6485.7195,6499.5548,9182709900.0,100807655147.6
000905.XSHG,2016-08-22,6419.5628,0.0,6508.7968,6499.7527,6420.3544,9236915300.0,101907818836.1
000905.XSHG,2016-08-23,6380.915,0.0,6448.5425,6414.9819,6428.6978,8057296300.0,86882141020.1
000905.XSHG,2016-08-24,6415.6998,0.0,6466.6253,6432.8787,6435.0586,7386234400.0,83336139395.5
000905.XSHG,2016-08-25,6312.6532,0.0,6398.5641,6398.5641,6382.5704,7972243100.0,90859885169.7
000905.XSHG,2016-08-26,6395.7304,0.0,6460.8679,6395.772,6410.7335,7478579400.0,88200838748.9
000905.XSHG,2016-08-29,6398.7765,0.0,6442.3982,6409.1178,6427.5291,6895657000.0,82355641766.2
000905.XSHG,2016-08-30,6413.7103,0.0,6459.7148,6428.9659,6425.7543,6158835200.0,74080579913.6
000905.XSHG,2016-08-31,6390.699000000001,0.0,6441.106,6422.8012,6434.2103,6527700500.0,75033509484.0
000905.XSHG,2016-09-01,6380.9005,0.0,6445.4324,6434.2608,6381.4755,7188610900.0,81004501535.3
000905.XSHG,2016-09-02,6320.4791,0.0,6403.5722,6371.4921,6356.9538,6750696300.0,78519545107.5
000905.XSHG,2016-09-05,6372.624,0.0,6419.7461,6372.624,6391.7923,6543463900.0,76419151271.3
000905.XSHG,2016-09-06,6345.6948,0.0,6493.3473,6392.6082,6492.9722,8682608700.0,104828522285.0
000905.XSHG,2016-09-07,6483.0878,0.0,6529.8114,6490.3301,6494.3159,9319020900.0,109431482868.2
000905.XSHG,2016-09-08,6478.6477,0.0,6518.3321,6489.6169,6517.9835,7246413500.0,87823608439.2
000905.XSHG,2016-09-09,6470.9046,0.0,6539.3476,6518.6757,6471.053000000001,7867246300.0,95311303692.1
000905.XSHG,2016-09-12,6283.8161,0.0,6383.8434,6362.77,6291.6364,9004175600.0,104742908971.7
000905.XSHG,2016-09-13,6284.0368,0.0,6340.8722,6324.7438,6320.0315,6863666000.0,81512867166.5
000905.XSHG,2016-09-14,6260.6525,0.0,6318.2705,6286.6174,6278.158,5831969200.0,69112385409.5
000905.XSHG,2016-09-19,6292.807,0.0,6344.4504,6292.807,6344.181,5497876400.0,63813913418.5
000905.XSHG,2016-09-20,6319.7623,0.0,6346.9304,6344.7056,6342.0328,5450561300.0,62741951535.6
000905.XSHG,2016-09-21,6335.3916,0.0,6362.9993,6342.004,6343.7541,5029034300.0,60152141208.5
000905.XSHG,2016-09-22,6377.1734,0.0,6410.57,6381.1565,6385.6353,6297160000.0,73959516342.3
000905.XSHG,2016-09-23,6369.2226,0.0,6402.6392,6397.3334,6370.5834,6257830700.0,72046479364.6
000905.XSHG,2016-09-26,6239.8672,0.0,6364.2086,6363.9308,6241.5157,7210665900.0,80920791481.7
000905.XSHG,2016-09-27,6200.5654,0.0,6287.3356,6229.8183,6286.9093,5640053300.0,63613816981.3
000905.XSHG,2016-09-28,6266.7529,0.0,6300.8497,6300.8497,6281.2838,4916326200.0,55557965879.7
000905.XSHG,2016-09-29,6288.9181,0.0,6323.4158,6288.9181,6298.7911,5069155800.0,58112818884.6
000905.XSHG,2016-09-30,6289.4658,0.0,6338.299,6292.0797,6328.0856,4496512900.0,52590567655.5
000905.XSHG,2016-10-10,6345.331,0.0,6447.9361,6364.5166,6447.6934,7272403500.0,87775587397.8
000905.XSHG,2016-10-11,6443.7479,0.0,6486.6499,6451.0445,6486.4254,7885088700.0,89907667463.6
000905.XSHG,2016-10-12,6452.4135,0.0,6484.0002,6463.8094,6482.7379,6771848700.0,77595765778.5
000905.XSHG,2016-10-13,6468.1323,0.0,6501.5569,6480.9293,6484.831,6847165100.0,78494098696.3
000905.XSHG,2016-10-14,6423.5788,0.0,6477.8533,6476.2612,6469.4915,6586009700.0,75444317293.1
000905.XSHG,2016-10-17,6394.4868,0.0,6487.6708,6478.5108,6413.1487,7170479600.0,83743641999.1
000905.XSHG,2016-10-18,6409.7381,0.0,6509.2821,6409.7381,6509.2821,7369850800.0,86044533819.1
000905.XSHG,2016-10-19,6476.562,0.0,6531.1619999999975,6518.7373,6495.2574,7504880700.0,87276975359.7
000905.XSHG,2016-10-20,6474.7793,0.0,6506.581,6495.8268,6498.2375,6557491200.0,75634634720.1
000905.XSHG,2016-10-21,6424.4429,0.0,6506.6107,6498.9857,6475.2807,7319512600.0,83617171252.9
000905.XSHG,2016-10-24,6472.9393,0.0,6546.7881,6479.5541,6539.4661,8607674500.0,93119437036.5
000905.XSHG,2016-10-25,6536.9443,0.0,6563.5233,6543.4668,6563.3539,8392323000.0,94315371653.8
000905.XSHG,2016-10-26,6511.656999999997,0.0,6561.2466,6561.1581,6530.3898,8085924400.0,91780594799.3
000905.XSHG,2016-10-27,6488.3634,0.0,6529.4679,6522.8868,6517.3594,6710299700.0,76662910798.6
000905.XSHG,2016-10-28,6455.1476,0.0,6536.8349,6512.038000000001,6455.8349,7069709600.0,79712066801.7
000905.XSHG,2016-10-31,6408.2731,0.0,6460.7728,6441.4348,6452.2058,6025368800.0,71768415874.2
000905.XSHG,2016-11-01,6450.0204,0.0,6508.3642,6456.9993,6507.95,6253990200.0,72251174358.9
000905.XSHG,2016-11-02,6450.0506,0.0,6506.7756,6494.9803,6455.1295,7229906800.0,82898303275.1
000905.XSHG,2016-11-03,6436.9074,0.0,6521.0003,6442.3549,6483.7322,7754984500.0,88683292153.6
000905.XSHG,2016-11-04,6449.5605,0.0,6502.7409,6482.6008,6462.5928,7063540600.0,81640501576.2
